1;radar_station;3196.00;9.85;1081.00;1.63;0
1;rocket_site;3188.00;9.90;1076.00;2.92;0
1;nuclear_reactor;3193.00;9.80;1070.00;5.58;0
2;arms_factory;2528.00;9.85;442.00;1.67;0
2;arms_factory;2547.00;9.88;418.00;5.79;0
2;arms_factory;2559.00;9.85;439.00;0.71;0
2;arms_factory;2546.00;9.50;419.00;4.83;0
2;arms_factory;2545.00;9.50;417.00;0.11;0
2;arms_factory;2546.00;9.50;421.00;2.78;0
2;industrial_complex;2546.00;9.62;418.00;5.44;0
2;industrial_complex;2529.00;9.90;444.00;2.17;0
2;industrial_complex;2548.00;9.82;418.00;3.38;0
2;industrial_complex;2545.00;9.50;417.00;1.22;0
2;industrial_complex;2546.00;9.50;420.00;5.34;0
2;industrial_complex;2547.00;9.60;417.00;5.45;0
2;air_base;2529.00;9.90;444.00;3.29;0
2;supply_node;2528.00;9.85;442.00;0.90;0
2;supply_node;2558.00;9.82;440.00;3.84;0
2;supply_node;2529.00;9.60;422.00;0.14;0
2;supply_node;2546.00;9.82;417.00;3.08;0
2;naval_base;2555.00;9.57;440.00;1.57;9842
2;naval_base;2528.00;9.50;423.00;-3.14;9491
2;naval_base;2530.00;9.65;446.00;-3.14;9491
2;naval_base;2546.00;9.50;416.00;-3.93;9620
2;bunker;2546.00;9.82;417.00;2.84;0
2;bunker;2528.00;9.88;443.00;5.50;0
2;bunker;2559.00;9.85;439.00;2.24;0
2;bunker;2530.00;9.85;422.00;3.45;0
2;coastal_bunker;2557.00;9.80;442.00;1.57;0
2;coastal_bunker;2531.00;9.50;421.00;1.57;0
2;coastal_bunker;2529.00;9.90;442.00;-3.14;0
2;coastal_bunker;2549.00;9.60;418.00;-3.93;0
2;dockyard;2556.00;9.50;439.00;1.57;0
2;anti_air_building;2548.00;9.82;418.00;6.12;0
2;anti_air_building;2546.00;9.50;416.00;3.96;0
2;anti_air_building;2547.00;9.90;419.00;1.80;0
2;synthetic_refinery;2547.00;9.60;417.00;4.46;0
2;fuel_silo;2528.00;9.85;442.00;6.03;0
2;rocket_site;2545.00;9.50;416.00;0.25;0
2;nuclear_reactor;2546.00;9.50;419.00;1.45;0
3;arms_factory;2595.00;9.90;465.00;0.71;0
3;arms_factory;2593.00;9.60;462.00;4.83;0
3;arms_factory;2587.00;9.90;494.00;0.11;0
3;arms_factory;2588.00;9.95;496.00;2.78;0
3;arms_factory;2595.00;9.90;463.00;5.44;0
3;arms_factory;2595.00;9.90;463.00;2.17;0
3;industrial_complex;2593.00;9.50;461.00;3.38;0
3;industrial_complex;2598.00;9.90;500.00;1.22;0
3;industrial_complex;2598.00;9.90;500.00;5.34;0
3;industrial_complex;2595.00;9.65;462.00;5.45;0
3;industrial_complex;2595.00;9.65;462.00;3.29;0
3;industrial_complex;2588.00;9.98;497.00;5.95;0
3;air_base;2595.00;9.90;464.00;2.33;0
3;supply_node;2598.00;9.50;498.00;0.14;0
3;supply_node;2598.00;9.93;489.00;3.08;0
3;supply_node;2593.00;9.60;462.00;4.56;0
3;naval_base;2593.00;9.60;462.00;-3.93;9583
3;naval_base;2587.00;9.90;493.00;-3.93;9210
3;naval_base;2598.00;9.50;488.00;-1.57;10006
3;naval_base;2598.00;9.65;503.00;-2.90;9210
3;bunker;2594.00;9.50;465.00;2.24;0
3;bunker;2588.00;9.95;496.00;3.45;0
3;bunker;2599.00;9.98;489.00;1.29;0
3;bunker;2598.00;9.90;500.00;2.85;0
3;coastal_bunker;2589.00;9.68;495.00;-3.93;0
3;coastal_bunker;2599.00;9.50;487.00;-1.57;0
3;coastal_bunker;2598.00;9.65;503.00;-2.90;0
3;coastal_bunker;2595.00;9.65;462.00;-3.93;0
3;dockyard;2600.00;9.93;490.00;-1.57;0
3;anti_air_building;2598.00;9.90;500.00;1.80;0
3;anti_air_building;2594.00;9.88;462.00;4.46;0
3;anti_air_building;2594.00;9.88;462.00;6.03;0
3;synthetic_refinery;2588.00;9.98;497.00;2.41;0
3;fuel_silo;2594.00;9.65;464.00;0.25;0
3;rocket_site;2594.00;9.50;461.00;4.47;0
3;nuclear_reactor;2594.00;9.50;461.00;0.85;0
4;arms_factory;2854.00;9.68;455.00;0.11;0
4;arms_factory;2853.00;9.50;454.00;2.78;0
4;arms_factory;2877.00;9.65;462.00;5.44;0
4;arms_factory;2874.00;9.50;460.00;2.17;0
4;arms_factory;2849.00;9.68;457.00;3.38;0
4;arms_factory;2854.00;9.95;456.00;1.22;0
4;industrial_complex;2852.00;9.68;455.00;5.34;0
4;industrial_complex;2881.00;9.95;435.00;5.45;0
4;industrial_complex;2875.00;9.68;462.00;3.29;0
4;industrial_complex;2849.00;9.95;458.00;5.95;0
4;industrial_complex;2875.00;9.68;462.00;2.33;0
4;industrial_complex;2850.00;9.90;456.00;3.89;0
4;air_base;2874.00;9.50;458.00;1.73;0
4;supply_node;2875.00;9.90;460.00;4.56;0
4;supply_node;2850.00;9.90;456.00;2.31;0
4;supply_node;2893.00;9.90;440.00;5.25;0
4;supply_node;2881.00;9.68;434.00;0.45;0
4;supply_node;2893.00;9.50;431.00;4.49;0
4;naval_base;2850.00;9.65;459.00;-3.93;10188
4;naval_base;2892.00;9.65;433.00;-3.14;9417
4;naval_base;2883.00;9.95;434.00;-3.61;9417
4;naval_base;2893.00;9.50;438.00;-3.93;9417
4;naval_base;2875.00;9.90;460.00;1.57;9417
4;bunker;2874.00;9.50;459.00;5.51;0
4;bunker;2849.00;9.95;459.00;1.90;0
4;bunker;2894.00;9.98;432.00;6.02;0
4;bunker;2881.00;9.95;435.00;6.12;0
4;bunker;2893.00;9.90;440.00;3.96;0
4;coastal_bunker;2893.00;9.65;439.00;-3.93;0
4;coastal_bunker;2854.00;9.95;456.00;-3.93;0
4;coastal_bunker;2896.00;9.93;433.00;1.57;0
4;coastal_bunker;2877.00;9.65;462.00;1.57;0
4;coastal_bunker;2882.00;9.98;435.00;-3.61;0
4;dockyard;2892.00;9.50;440.00;-3.93;0
4;anti_air_building;2852.00;9.50;454.00;4.47;0
4;anti_air_building;2849.00;9.68;457.00;0.85;0
4;anti_air_building;2874.00;9.50;460.00;3.52;0
4;synthetic_refinery;2849.00;9.68;457.00;5.08;0
4;fuel_silo;2893.00;9.90;440.00;2.92;0
4;rocket_site;2877.00;9.65;462.00;1.96;0
4;nuclear_reactor;2876.00;9.68;461.00;4.98;0
5;arms_factory;2960.00;9.90;351.00;5.44;0
5;arms_factory;2989.00;9.93;348.00;2.17;0
5;arms_factory;2979.00;9.90;333.00;3.38;0
5;arms_factory;2960.00;9.90;350.00;1.22;0
5;arms_factory;2989.00;9.93;347.00;5.34;0
5;arms_factory;2990.00;9.93;349.00;5.45;0
5;industrial_complex;2960.00;9.90;351.00;3.29;0
5;industrial_complex;2985.00;9.90;347.00;5.95;0
5;industrial_complex;2983.00;9.88;348.00;2.33;0
5;industrial_complex;2964.00;9.90;349.00;3.89;0
5;industrial_complex;2962.00;9.90;352.00;1.73;0
5;industrial_complex;2990.00;9.93;349.00;4.40;0
5;air_base;2978.00;9.90;333.00;0.78;0
5;supply_node;2961.00;9.90;350.00;5.25;0
5;supply_node;2987.00;9.88;347.00;0.45;0
5;supply_node;2979.00;9.90;333.00;4.49;0
5;naval_base;2986.00;9.90;348.00;-3.46;9792
5;naval_base;2963.00;9.90;351.00;-3.14;9203
5;naval_base;2982.00;9.88;334.00;-1.57;10210
5;bunker;2962.00;9.90;350.00;1.29;0
5;bunker;2990.00;9.95;347.00;2.85;0
5;bunker;2978.00;9.90;333.00;5.51;0
5;coastal_bunker;2980.00;9.50;332.00;-1.57;0
5;coastal_bunker;2989.00;9.90;349.00;-3.46;0
5;coastal_bunker;2958.00;9.90;351.00;-3.14;0
5;dockyard;2983.00;9.62;347.00;-1.57;0
5;anti_air_building;2988.00;9.90;346.00;1.80;0
5;anti_air_building;2986.00;9.88;347.00;4.46;0
5;anti_air_building;2964.00;9.90;348.00;6.03;0
5;synthetic_refinery;2961.00;9.90;351.00;2.41;0
5;fuel_silo;2989.00;9.93;345.00;0.25;0
5;rocket_site;2960.00;9.90;350.00;4.47;0
5;nuclear_reactor;2986.00;9.88;347.00;0.85;0
6;arms_factory;2855.00;9.90;615.00;3.38;0
6;arms_factory;2855.00;9.90;615.00;1.22;0
6;arms_factory;2845.00;9.85;622.00;5.34;0
6;arms_factory;2857.00;9.90;616.00;5.45;0
6;arms_factory;2863.00;9.90;627.00;3.29;0
6;arms_factory;2853.00;9.82;616.00;5.95;0
6;industrial_complex;2857.00;9.90;618.00;2.33;0
6;industrial_complex;2856.00;9.90;613.00;3.89;0
6;industrial_complex;2856.00;9.90;617.00;1.73;0
6;industrial_complex;2855.00;9.90;616.00;4.40;0
6;industrial_complex;2854.00;9.88;616.00;0.78;0
6;industrial_complex;2858.00;9.90;618.00;2.34;0
6;air_base;2858.00;9.90;617.00;0.18;0
6;supply_node;2850.00;9.90;627.00;4.49;0
6;supply_node;2862.00;9.50;623.00;5.96;0
6;supply_node;2846.00;9.88;621.00;2.61;0
6;supply_node;2855.00;9.90;615.00;5.20;0
6;naval_base;2845.00;9.62;624.00;-3.93;9673
6;naval_base;2860.00;9.82;627.00;-2.68;9673
6;naval_base;2852.00;9.80;616.00;-1.25;9613
6;naval_base;2852.00;9.90;629.00;-3.14;9673
6;bunker;2858.00;9.90;618.00;6.02;0
6;bunker;2850.00;9.90;628.00;6.12;0
6;bunker;2860.00;9.82;625.00;3.96;0
6;bunker;2848.00;9.88;621.00;1.80;0
6;coastal_bunker;2853.00;9.80;617.00;-2.82;0
6;coastal_bunker;2853.00;9.65;628.00;-3.14;0
6;coastal_bunker;2848.00;9.60;620.00;1.11;0
6;coastal_bunker;2864.00;9.82;623.00;1.57;0
6;dockyard;2848.00;9.50;626.00;-3.14;0
6;anti_air_building;2846.00;9.88;621.00;4.47;0
6;anti_air_building;2850.00;9.90;628.00;0.85;0
6;anti_air_building;2862.00;9.90;626.00;3.52;0
6;synthetic_refinery;2854.00;9.88;615.00;5.08;0
6;fuel_silo;2860.00;9.82;625.00;2.92;0
6;rocket_site;2862.00;9.90;627.00;1.96;0
6;nuclear_reactor;2863.00;9.90;626.00;4.98;0
7;arms_factory;2923.00;9.95;674.00;5.34;0
7;arms_factory;2936.00;10.00;669.00;5.45;0
7;arms_factory;2936.00;10.00;669.00;3.29;0
7;arms_factory;2935.00;9.95;669.00;5.95;0
7;arms_factory;2935.00;9.98;668.00;2.33;0
7;arms_factory;2935.00;10.00;664.00;3.89;0
7;industrial_complex;2935.00;10.00;664.00;1.73;0
7;industrial_complex;2935.00;10.00;664.00;4.40;0
7;industrial_complex;2935.00;9.98;663.00;0.78;0
7;industrial_complex;2923.00;9.95;674.00;2.34;0
7;industrial_complex;2935.00;9.98;663.00;0.18;0
7;industrial_complex;2936.00;10.00;669.00;2.84;0
7;air_base;2936.00;10.00;669.00;5.50;0
7;supply_node;2934.00;9.68;663.00;2.61;0
7;naval_base;2933.00;9.68;665.00;-3.14;10152
7;naval_base;2928.00;9.90;674.00;-1.57;10152
7;bunker;2935.00;10.00;664.00;5.51;0
7;bunker;2923.00;9.95;674.00;1.90;0
7;coastal_bunker;2928.00;9.90;675.00;-1.57;0
7;coastal_bunker;2934.00;9.95;657.00;0.79;0
7;dockyard;2934.00;9.50;670.00;-3.14;0
7;anti_air_building;2923.00;9.95;674.00;1.80;0
7;anti_air_building;2935.00;9.95;669.00;4.46;0
7;anti_air_building;2935.00;9.95;669.00;6.03;0
7;synthetic_refinery;2935.00;9.95;669.00;2.41;0
7;fuel_silo;2935.00;10.00;664.00;0.25;0
7;rocket_site;2934.00;9.98;664.00;4.47;0
7;nuclear_reactor;2934.00;9.98;664.00;0.85;0
8;arms_factory;2953.00;9.93;548.00;3.29;0
8;arms_factory;2941.00;9.88;552.00;5.95;0
8;arms_factory;2941.00;9.85;550.00;2.33;0
8;arms_factory;2941.00;9.85;551.00;3.89;0
8;arms_factory;2949.00;9.90;554.00;1.73;0
8;arms_factory;2953.00;9.93;547.00;4.40;0
8;industrial_complex;2954.00;9.93;548.00;0.78;0
8;industrial_complex;2953.00;9.93;547.00;2.34;0
8;industrial_complex;2941.00;9.85;550.00;0.18;0
8;industrial_complex;2941.00;9.88;552.00;2.84;0
8;industrial_complex;2953.00;9.90;549.00;5.50;0
8;industrial_complex;2954.00;9.93;547.00;2.24;0
8;air_base;2954.00;9.93;548.00;3.45;0
8;supply_node;2949.00;9.50;553.00;1.85;0
8;supply_node;2941.00;9.85;550.00;4.79;0
8;supply_node;2953.00;9.93;548.00;1.09;0
8;naval_base;2955.00;9.90;548.00;-1.57;9938
8;naval_base;2949.00;9.90;555.00;-3.61;10165
8;naval_base;2942.00;9.88;550.00;1.57;9938
8;bunker;2953.00;9.93;548.00;3.96;0
8;bunker;2941.00;9.85;551.00;1.80;0
8;bunker;2949.00;9.90;554.00;4.46;0
8;coastal_bunker;2947.00;9.50;553.00;-3.14;0
8;coastal_bunker;2943.00;9.88;551.00;1.57;0
8;coastal_bunker;2955.00;9.50;546.00;-1.57;0
8;dockyard;2952.00;9.65;550.00;-1.57;0
8;anti_air_building;2942.00;9.90;551.00;4.47;0
8;anti_air_building;2953.00;9.93;547.00;0.85;0
8;anti_air_building;2941.00;9.85;551.00;3.52;0
8;synthetic_refinery;2953.00;9.90;549.00;5.08;0
8;fuel_silo;2949.00;9.90;554.00;2.92;0
8;rocket_site;2942.00;9.90;551.00;1.96;0
8;nuclear_reactor;2954.00;9.93;547.00;4.98;0
9;arms_factory;3072.00;9.90;535.00;2.33;0
9;arms_factory;3072.00;9.90;537.00;3.89;0
9;arms_factory;3067.00;9.95;536.00;1.73;0
9;arms_factory;3066.00;9.90;535.00;4.40;0
9;arms_factory;3073.00;9.90;536.00;0.78;0
9;arms_factory;3071.00;9.90;534.00;2.34;0
9;industrial_complex;3066.00;9.98;538.00;0.18;0
9;industrial_complex;3071.00;9.90;535.00;2.84;0
9;industrial_complex;3069.00;9.90;533.00;5.50;0
9;industrial_complex;3077.00;9.85;536.00;2.24;0
9;industrial_complex;3072.00;9.90;534.00;3.45;0
9;industrial_complex;3069.00;9.90;537.00;1.29;0
9;air_base;3063.00;9.90;536.00;2.85;0
9;supply_node;3069.00;9.93;535.00;1.09;0
9;naval_base;3074.00;9.60;534.00;-3.93;9532
9;naval_base;3063.00;9.90;530.00;-3.14;9532
9;bunker;3068.00;9.93;535.00;3.96;0
9;bunker;3059.00;9.90;531.00;1.80;0
9;coastal_bunker;3076.00;9.88;538.00;-3.93;0
9;coastal_bunker;3059.00;9.90;532.00;-3.14;0
9;dockyard;3063.00;9.90;538.00;-3.93;0
9;anti_air_building;3071.00;9.90;533.00;0.25;0
9;anti_air_building;3072.00;9.90;537.00;1.45;0
9;anti_air_building;3066.00;9.93;536.00;4.47;0
9;synthetic_refinery;3071.00;9.90;538.00;0.85;0
9;fuel_silo;3073.00;9.90;536.00;3.52;0
9;radar_station;3069.00;9.65;532.00;1.63;0
9;rocket_site;3064.00;9.93;537.00;2.92;0
9;nuclear_reactor;3071.00;9.90;535.00;5.58;0
10;arms_factory;3159.00;9.90;412.00;1.73;0
10;arms_factory;3176.00;9.90;420.00;4.40;0
10;arms_factory;3158.00;9.90;413.00;0.78;0
10;arms_factory;3175.00;9.90;419.00;2.34;0
10;arms_factory;3160.00;9.90;416.00;0.18;0
10;arms_factory;3164.00;9.90;410.00;2.84;0
10;industrial_complex;3145.00;9.98;430.00;5.50;0
10;industrial_complex;3162.00;10.00;413.00;2.24;0
10;industrial_complex;3176.00;9.90;419.00;3.45;0
10;industrial_complex;3163.00;9.95;414.00;1.29;0
10;industrial_complex;3163.00;9.95;411.00;2.85;0
10;industrial_complex;3159.00;9.90;416.00;5.51;0
10;air_base;3162.00;9.98;412.00;1.90;0
10;supply_node;3145.00;9.68;429.00;5.50;0
10;supply_node;3175.00;9.90;418.00;3.26;0
10;supply_node;3161.00;9.93;412.00;6.20;0
10;naval_base;3160.00;9.65;411.00;0.00;9020
10;naval_base;3146.00;9.95;431.00;-3.14;9945
10;naval_base;3178.00;9.85;421.00;1.57;9945
10;bunker;3160.00;10.00;414.00;2.41;0
10;bunker;3145.00;9.98;430.00;0.25;0
10;bunker;3176.00;9.90;419.00;1.45;0
10;coastal_bunker;3178.00;9.88;422.00;1.57;0
10;coastal_bunker;3158.00;9.50;410.00;0.00;0
10;coastal_bunker;3146.00;9.93;428.00;-3.14;0
10;dockyard;3164.00;9.90;415.00;-3.73;0
10;anti_air_building;3158.00;9.93;414.00;2.92;0
10;anti_air_building;3164.00;9.90;410.00;5.58;0
10;anti_air_building;3145.00;9.98;430.00;1.96;0
10;synthetic_refinery;3165.00;9.93;411.00;4.98;0
10;fuel_silo;3144.00;9.93;430.00;6.19;0
10;rocket_site;3176.00;9.90;418.00;0.41;0
10;nuclear_reactor;3158.00;9.93;416.00;1.97;0
11;arms_factory;3171.00;9.90;294.00;0.78;0
11;arms_factory;3149.00;10.00;293.00;2.34;0
11;arms_factory;3170.00;9.85;294.00;0.18;0
11;arms_factory;3173.00;9.90;294.00;2.84;0
11;arms_factory;3149.00;9.98;292.00;5.50;0
11;arms_factory;3171.00;9.90;294.00;2.24;0
11;industrial_complex;3171.00;9.90;294.00;3.45;0
11;industrial_complex;3149.00;10.00;293.00;1.29;0
11;industrial_complex;3173.00;9.90;294.00;2.85;0
11;industrial_complex;3173.00;9.90;294.00;5.51;0
11;industrial_complex;3172.00;9.90;293.00;1.90;0
11;industrial_complex;3171.00;9.90;294.00;6.02;0
11;air_base;3150.00;9.93;291.00;6.12;0
11;supply_node;3172.00;9.90;293.00;6.20;0
11;supply_node;3149.00;9.68;291.00;1.39;0
11;naval_base;3151.00;9.95;291.00;-3.14;9628
11;naval_base;3176.00;9.57;293.00;-3.93;9315
11;bunker;3148.00;9.98;292.00;2.41;0
11;bunker;3170.00;9.85;294.00;0.25;0
11;coastal_bunker;3148.00;9.98;293.00;-3.14;0
11;coastal_bunker;3170.00;9.60;293.00;-1.89;0
11;dockyard;3173.00;9.60;292.00;-3.93;0
11;anti_air_building;3171.00;9.90;294.00;3.52;0
11;anti_air_building;3149.00;10.00;293.00;5.08;0
11;anti_air_building;3150.00;9.98;292.00;2.92;0
11;synthetic_refinery;3173.00;9.90;294.00;5.58;0
11;fuel_silo;3149.00;9.98;292.00;1.96;0
11;rocket_site;3148.00;9.98;292.00;6.19;0
11;nuclear_reactor;3149.00;10.00;293.00;4.03;0
12;arms_factory;3212.00;9.50;686.00;0.18;0
12;arms_factory;3214.00;9.85;689.00;2.84;0
12;arms_factory;3214.00;9.82;688.00;5.50;0
12;arms_factory;3212.00;9.90;673.00;2.24;0
12;arms_factory;3214.00;9.85;690.00;3.45;0
12;arms_factory;3211.00;9.88;675.00;1.29;0
12;industrial_complex;3214.00;9.82;688.00;2.85;0
12;industrial_complex;3213.00;9.88;677.00;5.51;0
12;industrial_complex;3214.00;9.85;690.00;1.90;0
12;industrial_complex;3215.00;9.85;689.00;6.02;0
12;industrial_complex;3212.00;9.90;670.00;6.12;0
12;industrial_complex;3213.00;9.88;677.00;3.96;0
12;air_base;3211.00;9.90;676.00;1.80;0
12;supply_node;3213.00;9.50;688.00;5.43;0
12;supply_node;3212.00;9.90;672.00;0.63;0
12;supply_node;3216.00;9.85;664.00;3.57;0
12;supply_node;3229.00;9.95;665.00;1.33;0
12;supply_node;3225.00;9.60;659.00;2.80;0
12;naval_base;3214.00;9.85;689.00;-1.57;10150
12;naval_base;3215.00;9.50;663.00;0.00;9149
12;naval_base;3211.00;9.50;668.00;-3.14;10150
12;naval_base;3229.00;9.65;669.00;-3.14;8998
12;naval_base;3226.00;9.82;661.00;-3.14;9149
12;bunker;3214.00;9.90;673.00;5.58;0
12;bunker;3229.00;9.95;665.00;1.96;0
12;bunker;3213.00;9.60;691.00;4.98;0
12;bunker;3217.00;9.90;664.00;6.19;0
12;bunker;3225.00;9.85;660.00;4.03;0
12;coastal_bunker;3219.00;9.90;662.00;0.00;0
12;coastal_bunker;3213.00;9.50;689.00;-1.57;0
12;coastal_bunker;3216.00;9.90;675.00;-3.14;0
12;coastal_bunker;3231.00;9.93;667.00;-3.14;0
12;coastal_bunker;3223.00;9.50;661.00;-3.14;0
12;dockyard;3228.00;9.50;666.00;-3.14;0
12;anti_air_building;3218.00;9.90;665.00;4.54;0
12;anti_air_building;3211.00;9.90;670.00;0.92;0
12;anti_air_building;3214.00;9.82;691.00;2.48;0
12;synthetic_refinery;3214.00;9.90;671.00;5.14;0
12;fuel_silo;3218.00;9.90;665.00;2.98;0
12;rocket_site;3214.00;9.82;691.00;0.92;0
